country_standard,year,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,cum_eoy_total_cases,cum_eoy_total_deaths,cum_eoy_total_cases_per_million,cum_eoy_total_deaths_per_million,cum_eoy_total_tests,cum_eoy_total_tests_per_thousand,cum_eoy_total_vaccinations,cum_eoy_people_vaccinated,cum_eoy_people_fully_vaccinated,cum_eoy_total_vaccinations_per_hundred,cum_eoy_people_vaccinated_per_hundred,cum_eoy_people_fully_vaccinated_per_hundred,annual_total_cases,annual_total_deaths,annual_total_cases_per_million,annual_total_deaths_per_million,annual_total_tests,annual_total_tests_per_thousand,annual_total_vaccinations,annual_people_vaccinated,annual_people_fully_vaccinated,annual_total_vaccinations_per_hundred,annual_people_vaccinated_per_hundred,annual_people_fully_vaccinated_per_hundred,cum_total_cases,cum_total_deaths,cum_total_cases_per_million,cum_total_deaths_per_million,cum_total_tests,cum_total_tests_per_thousand,cum_total_vaccinations,cum_people_vaccinated,cum_people_fully_vaccinated,cum_total_vaccinations_per_hundred,cum_people_vaccinated_per_hundred,cum_people_fully_vaccinated_per_hundred,eiu_overall_score,eiu_electoral,eiu_gov_func,eiu_pol_part,eiu_pol_culture,eiu_civil_liberties,eiu_score_change,eiu_regime_type,cpi_score,ogp_participation_fisc_open,ogp_transparency_fisc_open,ogp_participating,ogp_trans_text,ogp_part_text,code,wgi_voice_and_accountability,wgi_control_of_corruption,wgi_govt_effective,vdem_v2x_libdem,vdem_v2x_partipdem,vdem_v2x_cspart,country_id,vdem_transparent_laws,vdem_accountability_index,vdem_vertical_account,vdem_diagonal_account,vdem_horizontal_account,vdem_corruption_index,vdem_exec_corruption,vdem_public_sector_corruption,iso_code,pandem,panback,fh_global_freedom_score,percap_domestic_health_expenditure,percap_domestic_health_expenditure_ppp,gdp,gdp_percap,gdp_percap_ppp,gini,wvs_trust_parliament,wvs_trust_gov,wvs_trust_court,wvs_trust_elect,wvs_corruption,afr_int_citizens_can_access_the_results_,afr_int_citizens_have_a_right_to_request,afr_int_citizen_requests_for_public_info,afr_int_citizens_can_access_legislative_,afr_int_senior_officials_of_the_three_br,afr_int_political_parties_are_required_t,afr_int_corruption_is_criminalized_as_a_,afr_int_the_body_bodies_that_investigate,afr_int_civil_servants_who_report_cases_,afr_int_there_is_an_independent_body_bod,afr_int_iso_code,post_covid
Madagascar,2020,9496.90243902439,61.721254355400696,62.714315602836876,158.707423580786,1.1397379912663756,0.9245106382978723,342.9596898954704,2.228919860627178,2.2648014184397165,5.731362445414847,0.041091703056768555,0.03336879432624113,0.8526515151515152,NA,NA,NA,NA,NA,NA,NA,NA,445.1384615384615,50357.780952380956,1.8185238095238094,0.016076923076923075,403.94190871369295,0.014605809128630706,0.14810373443983402,15.445922746781116,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.75310104529617,27691019,43.951,19.6,2.929,1.686,77.6,405.994,3.94,NA,NA,50.54,0.2,67.04,0.528,17714,261,639.702,9.425,100305,3.622,NA,NA,NA,NA,NA,NA,17714,261,639.702,9.425,100305,3.622,NA,NA,NA,NA,NA,NA,20155,300,727.853,10.834,122057,4.408,NA,NA,NA,NA,NA,NA,57,79.2,35.699999999999996,66.7,56.3,47.1,0.6,Hybrid regime,25,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.2293664,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,25,50,NA,NA,NA,75,NA,NA,MDG,TRUE
Malawi,2020,3586.0547445255474,24.025547445255473,23.810936802973977,108.364312267658,0.7026022304832714,0.6994795539033457,187.45754379562044,1.2559306569343065,1.2446802973977695,5.664687732342007,0.03669888475836431,0.03641635687732342,1.0967272727272728,NA,NA,NA,NA,NA,NA,NA,NA,304.83422459893046,30431.981651376147,1.5907844036697247,0.015914438502673798,309.9594095940959,0.016206642066420664,0.0629628252788104,45.37620817843866,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.78406474820144,19129955,197.519,18.1,2.979,1.783,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,6583,189,344.12,9.88,84352,4.409,NA,NA,NA,NA,NA,NA,6583,189,344.12,9.88,84352,4.409,NA,NA,NA,NA,NA,NA,32614,1077,1704.865,56.299,187784,9.816,NA,NA,NA,NA,NA,NA,57.400000000000006,70,42.9,50,62.5,61.8,2.4,Hybrid regime,30,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.0976896,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,25,50,NA,NA,NA,50,NA,NA,MWI,TRUE
Malaysia,2020,18439.026315789473,330.43859649122805,317.65111572700295,169.91379310344828,1.6241379310344828,1.355700296735905,569.7036228070175,10.209438596491228,9.81432640949555,5.2496931034482754,0.050244827586206894,0.04183679525222552,1.1584848484848485,NA,NA,NA,NA,NA,NA,NA,NA,11683.582417582418,1207492.759322034,37.307454237288134,0.361003663003663,10404.022222222222,0.3214666666666667,0.02976190476190476,278.0238709677419,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.69584795321637,32365998,96.254,29.9,6.293,3.407,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81,113010,471,3491.627,14.552,3344327,103.328,NA,NA,NA,NA,NA,NA,113010,471,3491.627,14.552,3344327,103.328,NA,NA,NA,NA,NA,NA,317717,1191,9816.382,36.798,6532613,201.836,195923,195923,NA,0.61,0.61,NA,71.9,95.8,78.60000000000001,66.7,62.5,55.9,0.3,Flawed democracy,51,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.3526656,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Maldives,2020,5949.688963210702,46.01003344481605,46.48252380952381,25.497975708502025,0.19433198380566802,0.16335714285714284,11006.8948729097,85.11844147157191,85.99242517006803,47.17125506072875,0.35951417004048586,0.30203061224489797,1.0488095238095239,NA,NA,NA,NA,NA,NA,NA,NA,1158.3869731800767,113608.3553113553,210.17488644688646,2.1430076628352492,1078.5457746478874,1.9952852112676056,0.04863732394366197,52.268840579710144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540542,1454.433,30.6,4.12,2.875,NA,164.905,9.19,2.1,55,95.803,NA,78.92,0.74,13757,48,25450.381,88.8,314600,582.008,NA,NA,NA,NA,NA,NA,13757,48,25450.381,88.8,314600,582.008,NA,NA,NA,NA,NA,NA,21144,64,39116.294,118.4,546529,1011.076,175456,NA,NA,32.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Mali,2020,2624.2659574468084,25.141843971631207,24.371306859205777,112.46402877697842,0.9676258992805755,0.9293537906137184,129.58806028368795,1.2415248226950355,1.2035126353790613,5.553579136690647,0.0477410071942446,0.04583754512635379,1.065893536121673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.9218085106383,20250834,15.196,16.4,2.519,1.486,NA,268.024,2.42,1.6,23,52.232,0.1,59.31,0.434,7090,269,350.109,13.283,NA,NA,NA,NA,NA,NA,NA,NA,7090,269,350.109,13.283,NA,NA,NA,NA,NA,NA,NA,NA,8710,358,430.106,17.678,NA,NA,NA,NA,NA,NA,NA,NA,39.300000000000004,51.7,0,44.400000000000006,56.3,44.1,-9.9,Authoritarian,30,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.213519,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,50,50,NA,NA,NA,25,NA,NA,MLI,TRUE
Malta,2020,3066.8633333333332,42.58,42.161762711864405,43.27238805970149,0.8171641791044776,0.7186847457627119,6945.849276666667,96.43542,95.48814576271187,98.00342910447762,1.8507462686567164,1.627650847457627,0.9613427561837455,NA,NA,NA,NA,NA,NA,18.837906976744186,42.664162790697674,1663.6655948553055,177226.4331210191,401.3834044585987,3.7678585209003215,1576.0866873065015,3.5695386996904026,0.018827118644067796,343.7774744027304,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.54148484848485,441539,1454.037,42.4,19.426,11.324,0.2,168.711,8.83,20.9,30.2,NA,4.485,82.53,0.895,12774,219,28930.627,495.992,517446,1171.915,NA,NA,NA,NA,NA,NA,12774,219,28930.627,495.992,517446,1171.915,NA,NA,NA,NA,NA,NA,25357,337,57428.676,763.239,725058,1642.115,105416,70323,35093,23.87,15.93,7.95,76.8,91.7,67.9,61.1,81.30000000000001,82.4,-2.7,Flawed democracy,53,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Marshall Islands,2020,3.2,0.06153846153846154,0.0429,NA,NA,0,54.0592923076923,1.0396,0.7240500000000001,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59194,295.15,NA,NA,NA,NA,557.793,30.53,NA,NA,82.502,2.7,73.7,0.704,4,NA,67.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,67.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,67.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Mauritania,2020,5138.064846416382,49.02389078498293,47.98561111111111,126.07942238267148,1.2527075812274369,1.1453923611111112,1105.0409351535836,10.543539249146757,10.320256944444445,27.115754512635377,0.2693754512635379,0.24634722222222222,1.0988053097345132,NA,NA,NA,NA,NA,NA,NA,NA,326.6666666666667,41193.3963963964,8.859432432432433,0.07028787878787879,432.29411764705884,0.09299159663865546,0.062113445378151264,43.986697247706424,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.78112627986348,4649660,4.289,20.3,3.138,1.792,6,232.347,2.42,NA,NA,15.95,NA,64.92,0.546,14364,347,3089.258,74.629,104875,22.555,NA,NA,NA,NA,NA,NA,14364,347,3089.258,74.629,104875,22.555,NA,NA,NA,NA,NA,NA,17385,442,3738.983,95.061,224222,48.223,NA,NA,NA,NA,NA,NA,39.2,35,35.699999999999996,50,31.299999999999997,44.1,0,Authoritarian,29,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.1080632,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,0,25,NA,NA,NA,0,NA,NA,MRT,TRUE
Mauritius,2020,365.6643598615917,1.8235294117647058,1.8254964788732395,9.548951048951048,0.03496503496503497,0.03371478873239436,287.52462629757787,1.4338442906574393,1.4353521126760564,7.508367132867133,0.02748951048951049,0.026503521126760566,0.3476258992805755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.34318339100346,1271767,622.962,37.4,10.945,5.884,0.5,224.644,22.02,3.2,40.7,NA,3.4,74.99,0.804,527,10,414.384,7.863,NA,NA,NA,NA,NA,NA,NA,NA,527,10,414.384,7.863,NA,NA,NA,NA,NA,NA,NA,NA,641,10,504.023,7.863,NA,NA,3843,3843,NA,0.3,0.3,NA,81.4,91.7,78.60000000000001,61.1,87.5,88.2,-0.8,Full democracy,53,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,25,100,NA,NA,NA,100,NA,NA,MUS,TRUE
Mexico,2020,483838.3538961039,4630.175324675325,4603.423851485149,52144.81597222222,436.8298611111111,407.2103201320132,3752.6411590909092,35.91155844155844,35.70406930693069,404.4341979166667,3.388059027777778,3.1583432343234326,1.1707291666666666,NA,NA,NA,NA,NA,NA,NA,NA,9328.543715846994,975310.0546448088,7.564486338797814,0.0723360655737705,9243.715877437326,0.0716991643454039,0.34194459833795016,19.588607594936708,12570.8,12570.8,NA,6058,2294.1428571428573,0.01,0.01,NA,17.857142857142858,57.39265027322404,128932753,66.444,29.3,6.857,4.321,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,1426094,125807,11060.758,975.757,3414247,26.481,24998,24998,NA,0.02,0.02,NA,1426094,125807,11060.758,975.757,3414247,26.481,24998,24998,NA,0.02,0.02,NA,2144486,192491,16632.593,1492.957,5180673,40.181,3488118,2495067,605801,2.71,1.94,0.47,60.7,78.3,57.1,77.8,31.299999999999997,58.8,-0.2,Flawed democracy,31,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.3497256,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Moldova,2020,41084.39799331104,484.3411371237458,483.9767074829932,1021.3979238754325,10.328719723183392,9.92858843537415,10184.624397993312,120.06583946488294,119.97549319727891,253.19962975778546,2.5604048442906575,2.461234693877551,1.1127208480565371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.56872909698997,4033963,123.655,37.6,10.864,6.955,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,144818,2985,35899.685,739.967,NA,NA,NA,NA,NA,NA,NA,NA,144818,2985,35899.685,739.967,NA,NA,NA,NA,NA,NA,NA,NA,198228,4183,49139.767,1036.946,NA,NA,6447,6447,NA,0.16,0.16,NA,57.800000000000004,70,46.4,61.1,43.8,67.6,0.3,Hybrid regime,34,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.082325,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Monaco,2020,222.9902280130293,2.8501628664495113,2.7124304635761587,2.9964028776978417,0.01079136690647482,0.009943708609271521,5682.1483452768725,72.62672312703583,69.11606291390729,76.3530071942446,0.2749856115107914,0.25308940397351,0.9631606217616581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,126,0,NA,NA,3211,64.75710097719869,39244,19347.5,NA,NA,NA,NA,NA,5.46,NA,NA,NA,13.8,86.75,NA,875,4,22296.402,101.926,NA,NA,0,NA,NA,0,NA,NA,875,4,22296.402,101.926,NA,NA,0,NA,NA,0,NA,NA,2062,26,52543.064,662.522,NA,NA,2400,NA,NA,6.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Mongolia,2020,311.43771043771045,4.107744107744108,3.9824143835616437,1,0.3333333333333333,0.0014691780821917807,95.00000673400673,1.25296632996633,1.2147739726027398,0.305,0.10166666666666667,4.520547945205479e-4,0.6273799126637555,NA,NA,NA,NA,NA,NA,NA,NA,10235.520833333334,298786.32,91.14086,3.1221666666666668,10761.636363636364,3.2826590909090907,0.003863636363636364,1179.5659090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.87754208754208,3278292,1.98,28.6,4.031,2.421,0.5,460.043,4.82,5.5,46.5,71.18,7,69.87,0.737,1220,1,372.145,0.305,600984,183.322,NA,NA,NA,NA,NA,NA,1220,1,372.145,0.305,600984,183.322,NA,NA,NA,NA,NA,NA,3481,3,1061.833,0.915,1836090,560.075,4926,NA,NA,0.15,NA,NA,64.80000000000001,87.5,57.1,55.599999999999994,56.3,67.6,-0.2,Flawed democracy,35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.1996128,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Montenegro,2020,10449.568965517241,166.36896551724138,165.07924210526315,159.54929577464787,2.4014084507042255,2.3514245614035088,16637.798493103448,264.8925724137931,262.8389894736842,254.03436267605633,3.823492957746479,3.7438,0.9054181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628062,46.28,39.1,14.762,9.395,1,387.305,10.08,44,47.9,NA,3.861,76.88,0.829,48247,682,76818.849,1085.88,NA,NA,NA,NA,NA,NA,NA,NA,48247,682,76818.849,1085.88,NA,NA,NA,NA,NA,NA,NA,NA,81457,1100,129695.794,1751.419,NA,NA,3062,3062,NA,0.49,0.49,NA,57.699999999999996,74.2,57.1,61.1,31.299999999999997,64.7,1.2,Hybrid regime,45,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Morocco,2020,104031.02295081968,1439.9770491803279,1445.50953,1815.5488215488215,24.875420875420875,24.258543333333332,2818.462468852459,39.012596721311475,39.162486666666666,49.187784511784514,0.6738989898989899,0.6571966666666667,1.1385563380281691,NA,NA,NA,NA,NA,NA,NA,NA,14655.712374581939,1598972.5516129031,43.320206451612904,0.39703678929765884,13696.583850931676,0.37107453416149067,0.10358,35.117333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.12176291793313,36910558,80.08,29.6,6.769,4.209,1,419.146,7.14,0.8,47.1,NA,1.1,76.68,0.686,439193,7388,11898.845,200.16,4457349,120.761,NA,NA,NA,NA,NA,NA,439193,7388,11898.845,200.16,4457349,120.761,NA,NA,NA,NA,NA,NA,487286,8705,13201.805,235.84,5243200,142.051,4934283,4080009,854274,13.37,11.05,2.31,50.4,52.5,46.4,55.599999999999994,56.3,41.2,-0.6,Hybrid regime,40,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.2158592,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,25,75,NA,NA,NA,25,NA,NA,MAR,TRUE
Mozambique,2020,5724.347368421053,65.41052631578947,65.47294642857143,56.113122171945705,0.751131221719457,0.5770535714285714,183.1472947368421,2.0928105263157897,2.094757142857143,1.7953257918552037,0.024036199095022626,0.018478571428571428,1.10491452991453,NA,NA,NA,NA,NA,NA,NA,NA,982.4890510948906,98047.97472924188,3.1369927797833936,0.03145620437956204,984.3713235294117,0.03148161764705883,0.05687867647058824,28.827205882352942,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.6979649122807,31255435,37.728,17.7,3.158,1.87,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456,18642,166,596.44,5.311,271947,8.701,NA,NA,NA,NA,NA,NA,18642,166,596.44,5.311,271947,8.701,NA,NA,NA,NA,NA,NA,63174,707,2021.216,22.62,441121,14.113,NA,NA,NA,NA,NA,NA,35.099999999999994,25.8,14.299999999999999,50,50,35.3,-1.4,Authoritarian,25,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.196639,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,50,NA,NA,NA,50,NA,NA,MOZ,TRUE
Myanmar (Burma),2020,24231.52142857143,445.10714285714283,445.56569818181816,537.8695652173913,9.717391304347826,9.523138181818181,445.3521857142857,8.180646428571428,8.18908,9.885402173913043,0.17857971014492754,0.17504,1.0459375,NA,NA,NA,NA,NA,NA,NA,NA,6785.070038910506,373505.1396226415,6.864683018867924,0.12471206225680934,6650.422641509434,0.12221509433962265,0.04448679245283019,332.48415094339623,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.01232142857143,54409794,81.721,29.1,5.732,3.12,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.583,124630,2682,2290.58,49.293,1818260,33.418,NA,NA,NA,NA,NA,NA,124630,2682,2290.58,49.293,1818260,33.418,NA,NA,NA,NA,NA,NA,142073,3200,2611.166,58.813,2482290,45.622,103142,103142,NA,0.19,0.19,NA,30.4,17.5,39.300000000000004,27.799999999999997,43.8,23.5,-5.1,Authoritarian,28,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.185484,0,NA,NA,NA,NA,NA,NA,2.921666666666667,3.1016666666666666,2.5808333333333335,2.985,3.6191666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Namibia,2020,6183.918088737201,81.7098976109215,77.86954861111111,101.83428571428571,1.1714285714285715,0.6716180555555555,2433.735733788396,32.157675767918086,30.646274305555554,40.0778,0.4611257142857143,0.26428819444444446,1.1430687830687831,NA,NA,NA,NA,NA,NA,NA,NA,924.9768518518518,74262.2,29.226529166666666,0.3640509259259259,756.4776119402985,0.2977164179104478,0.07539925373134328,43.070742358078604,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.26587030716723,2540916,3.078,22,3.552,2.085,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.646,23941,205,9422.193,80.68,209155,82.315,NA,NA,NA,NA,NA,NA,23941,205,9422.193,80.68,209155,82.315,NA,NA,NA,NA,NA,NA,40451,448,15919.849,176.314,312263,122.894,NA,NA,NA,NA,NA,NA,65.19999999999999,70,53.6,66.7,56.3,79.4,0.9,Flawed democracy,51,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.1472256,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,0,75,NA,NA,NA,25,NA,NA,NAM,TRUE
Nepal,2020,62110.3216374269,761.96783625731,768.1712522255193,560.6304347826087,8.069565217391304,5.440869436201781,2131.6789561403507,26.15135380116959,26.36428189910979,19.24134347826087,0.27693478260869564,0.18678041543026705,1.1480252100840336,NA,NA,NA,NA,NA,NA,NA,NA,6402.392617449665,631058.2971246006,21.658456869009584,0.21970134228187918,5771.003012048192,0.19802409638554216,0.08136746987951807,53.0547703180212,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.39239766081872,29136808,204.43,25,5.809,3.212,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,260593,1856,8943.773,63.699,1932477,66.324,NA,NA,NA,NA,NA,NA,260593,1856,8943.773,63.699,1932477,66.324,NA,NA,NA,NA,NA,NA,274973,3012,9437.307,103.374,2192836,75.26,402264,NA,NA,1.38,NA,NA,52.199999999999996,48.3,53.6,50,56.3,52.9,-0.6,Hybrid regime,33,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.381346133333333,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Netherlands,2020,166203.07119741102,2616.1229773462783,2571.1550690789472,6045.548172757475,38.2890365448505,36.91211184210526,9699.696692556634,152.67829126213593,150.05392434210526,352.82129568106313,2.2345415282392027,2.1541973684210527,1.1666666666666667,354.00970873786406,20.66020064724919,929.1042345276873,54.22299674267101,137.6054090909091,8.030704545454546,728.6306590909091,42.523295454545455,NA,1761680.261904762,102.81247619047619,NA,18178.477192982456,1.060901754385965,0.08785714285714286,33.56666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.36266025641026,17134873,508.544,43.2,18.779,11.881,NA,109.361,5.29,24.4,27.3,NA,3.32,82.28,0.944,808382,11525,47177.589,672.605,5179331,302.268,NA,NA,NA,NA,NA,NA,808382,11525,47177.589,672.605,5179331,302.268,NA,NA,NA,NA,NA,NA,1148836,16077,67046.66,938.262,6746573,393.733,1619839,1207904,411935,9.45,7.05,2.4,89.60000000000001,95.8,92.89999999999999,83.3,87.5,88.2,-0.5,Full democracy,82,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
