country_standard,year,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,cum_eoy_total_cases,cum_eoy_total_deaths,cum_eoy_total_cases_per_million,cum_eoy_total_deaths_per_million,cum_eoy_total_tests,cum_eoy_total_tests_per_thousand,cum_eoy_total_vaccinations,cum_eoy_people_vaccinated,cum_eoy_people_fully_vaccinated,cum_eoy_total_vaccinations_per_hundred,cum_eoy_people_vaccinated_per_hundred,cum_eoy_people_fully_vaccinated_per_hundred,annual_total_cases,annual_total_deaths,annual_total_cases_per_million,annual_total_deaths_per_million,annual_total_tests,annual_total_tests_per_thousand,annual_total_vaccinations,annual_people_vaccinated,annual_people_fully_vaccinated,annual_total_vaccinations_per_hundred,annual_people_vaccinated_per_hundred,annual_people_fully_vaccinated_per_hundred,cum_total_cases,cum_total_deaths,cum_total_cases_per_million,cum_total_deaths_per_million,cum_total_tests,cum_total_tests_per_thousand,cum_total_vaccinations,cum_people_vaccinated,cum_people_fully_vaccinated,cum_total_vaccinations_per_hundred,cum_people_vaccinated_per_hundred,cum_people_fully_vaccinated_per_hundred,eiu_overall_score,eiu_electoral,eiu_gov_func,eiu_pol_part,eiu_pol_culture,eiu_civil_liberties,eiu_score_change,eiu_regime_type,cpi_score,ogp_participation_fisc_open,ogp_transparency_fisc_open,ogp_participating,ogp_trans_text,ogp_part_text,code,wgi_voice_and_accountability,wgi_control_of_corruption,wgi_govt_effective,vdem_v2x_libdem,vdem_v2x_partipdem,vdem_v2x_cspart,country_id,vdem_transparent_laws,vdem_accountability_index,vdem_vertical_account,vdem_diagonal_account,vdem_horizontal_account,vdem_corruption_index,vdem_exec_corruption,vdem_public_sector_corruption,iso_code,pandem,panback,fh_global_freedom_score,percap_domestic_health_expenditure,percap_domestic_health_expenditure_ppp,gdp,gdp_percap,gdp_percap_ppp,gini,wvs_trust_parliament,wvs_trust_gov,wvs_trust_court,wvs_trust_elect,wvs_corruption,afr_int_citizens_can_access_the_results_,afr_int_citizens_have_a_right_to_request,afr_int_citizen_requests_for_public_info,afr_int_citizens_can_access_legislative_,afr_int_senior_officials_of_the_three_br,afr_int_political_parties_are_required_t,afr_int_corruption_is_criminalized_as_a_,afr_int_the_body_bodies_that_investigate,afr_int_civil_servants_who_report_cases_,afr_int_there_is_an_independent_body_bod,afr_int_iso_code,post_covid
Uganda,2020,6889.716783216783,123.13286713286713,121.42703202846975,104.04968944099379,1.5590062111801242,0.8836085409252669,150.624513986014,2.691951048951049,2.6546370106761565,2.2747391304347824,0.034161490683229816,0.019270462633451956,1.1334728033472803,NA,NA,NA,NA,NA,NA,NA,NA,2851.5337837837837,463475.8538011696,10.132619883040936,0.06231756756756757,2914.1783783783785,0.0636972972972973,0.058351351351351353,102.79567567567568,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.57206293706294,45741000,213.759,16.4,2.168,1.308,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.544,35216,251,769.9,5.487,750583,16.409,NA,NA,NA,NA,NA,NA,35216,251,769.9,5.487,750583,16.409,NA,NA,NA,NA,NA,NA,40520,334,885.857,7.302,891637,19.493,NA,NA,NA,NA,NA,NA,49.400000000000006,43.3,32.1,50,68.8,52.9,-0.8,Hybrid regime,27,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.403004,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Ukraine,2020,220093.75,3575.6480263157896,3555.177745819398,4217.816326530612,65.58163265306122,62.49928093645485,5032.582486842105,81.75944407894737,81.29139130434783,96.44303401360544,1.4995748299319729,1.429096989966555,1.161459074733096,NA,NA,NA,NA,NA,NA,NA,NA,20810.28855721393,1806406.0043668123,41.30464192139738,0.47587064676616914,21041.03846153846,0.4811153846153846,0.1454,9.886538461538462,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.94269736842105,43733759,77.39,41.4,16.462,11.133,0.1,539.849,7.11,13.5,47.4,NA,8.8,72.06,0.779,1086997,19281,24854.872,440.872,5585615,127.719,NA,NA,NA,NA,NA,NA,1086997,19281,24854.872,440.872,5585615,127.719,NA,NA,NA,NA,NA,NA,1465265,28925,33504.209,661.388,7141341,163.291,29378,29378,NA,0.07,0.07,NA,58.099999999999994,82.5,27.1,72.2,50,58.8,-0.9,Hybrid regime,33,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.068912,0.5,NA,NA,NA,NA,NA,NA,1.7565573770491802,1.8362427265170407,1.838903170522708,2.2604255319148936,2.5930979133226324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
United Arab Emirates,2020,65838.8224852071,614.8579881656805,610.6898468468469,347.10452961672473,2.3310104529616726,1.9823813813813813,6656.841213017751,62.16714201183432,61.74573273273273,35.095114982578394,0.23554703832752613,0.20043843843843845,1.1228125,NA,NA,NA,NA,NA,NA,NA,NA,68046.71335504887,6921531.374592834,699.8231954397394,6.880078175895766,61813.416918429,6.249824773413898,0.009220543806646525,314.2610271903323,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.799881656804736,9890400,112.442,34,1.144,0.526,NA,317.84,17.26,1.2,37.4,NA,1.2,77.97,0.89,207822,669,21012.497,67.641,20890341,2112.184,NA,NA,NA,NA,NA,NA,207822,669,21012.497,67.641,20890341,2112.184,NA,NA,NA,NA,NA,NA,417909,1353,42254.004,136.799,32239855,3259.712,6325211,3480415,2187849,63.95,35.19,22.12,27,0,39.300000000000004,22.200000000000003,50,26.5,-0.6,Authoritarian,71,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.0496314,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
United Kingdom,2020,516844.625,7429.270833333333,7099.266299093655,38098.76079734219,244.59136212624585,216.1614078549849,7613.419485119048,109.43747916666666,104.57630211480362,561.2167275747508,3.602956810631229,3.18416918429003,1.1970065789473685,912.1970802919708,13.437189781021898,8931.007142857143,131.5589107142857,NA,NA,6794.575,100.088,187225.0072463768,17492441.449275363,257.6737572463768,2.7579492753623187,189983.68773234202,2.798516728624535,0.050182156133828995,72.81486988847584,588941.3333333334,588941.3333333334,NA,NA,68436.61111111111,0.8666666666666667,0.8666666666666667,NA,1008.0555555555555,61.80785714285714,67886004,272.898,40.8,18.517,12.527,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,2496235,73622,36770.982,1084.495,52560089,774.24,1005073,1005073,NA,1.48,1.48,NA,2496235,73622,36770.982,1084.495,52560089,774.24,1005073,1005073,NA,1.48,1.48,NA,4247879,125222,62573.708,1844.592,90933060,1339.496,24064182,22809829,1254353,35.45,33.6,1.85,85.39999999999999,100,75,88.9,75,88.2,0.2,Full democracy,77,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.07742,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
United States,2020,5004287.324637681,58319.482558139534,57317.18331858407,152810.76221498373,1145.9837133550488,1010.5996460176991,15118.571901449275,176.19038372093024,173.16228318584072,461.6602442996743,3.46214006514658,3.0531710914454275,1.2528476821192054,14333.105882352942,43.30207647058823,55092.14117647059,166.4401705882353,NA,NA,50491.166666666664,152.54004166666667,824060.0130718955,81689297.85294117,246.7935065359477,2.4896045751633986,826361.7591973244,2.496551839464883,0.07953333333333333,15.230666666666666,1507444.3333333333,1507444.3333333333,NA,57909,197344.72727272726,0.45166666666666666,0.45166666666666666,NA,590.0909090909091,59.58255072463768,331002647,35.608,38.3,15.413,9.732,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,20061903,351817,60609.494,1062.883,252162364,761.814,2794588,2794588,NA,0.84,0.84,NA,20061903,351817,60609.494,1062.883,252162364,761.814,2794588,2794588,NA,0.84,0.84,NA,29154659,529263,88079.836,1598.969,341099961,1030.505,95721290,62451150,32904161,28.62,18.67,9.84,79.2,91.7,67.9,88.9,62.5,85.3,-0.4,Flawed democracy,67,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.224,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Uruguay,2020,2592.0204081632655,65.03061224489795,60.09096885813149,43.96057347670251,0.6487455197132617,0.5591868512110727,746.1784863945578,18.720738095238097,17.298740484429064,12.655182795698925,0.1868064516129032,0.16086159169550174,1.0982517482517482,NA,NA,NA,NA,NA,NA,NA,NA,2427.6666666666665,193590.46215139443,55.729896414342626,0.6988377192982456,2265.9411764705883,0.6523088235294118,0.016294117647058824,159.16507352941176,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.811632653061224,3473727,19.751,35.6,14.655,10.361,0.1,160.708,6.93,14,19.9,NA,2.8,77.91,0.817,19119,181,5503.887,52.105,640128,184.277,NA,NA,NA,NA,NA,NA,19119,181,5503.887,52.105,640128,184.277,NA,NA,NA,NA,NA,NA,66484,678,19139.098,195.179,1065598,306.759,147749,147749,NA,4.25,4.25,NA,86.1,100,85.7,66.7,81.30000000000001,97.10000000000001,2.3,Full democracy,71,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.08008,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Uzbekistan,2020,33163.83219178082,263.90410958904107,267.6525574912892,270.05,2.192857142857143,2.1359337979094075,990.8761849315068,7.884972602739726,7.996951219512195,8.06862142857143,0.06558571428571429,0.06385017421602787,1.0662949640287769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.78246575342466,33469199,76.134,28.2,4.469,2.873,NA,724.417,7.57,1.3,24.7,NA,4,71.72,0.72,77060,614,2302.415,18.345,NA,NA,NA,NA,NA,NA,NA,NA,77060,614,2302.415,18.345,NA,NA,NA,NA,NA,NA,NA,NA,80268,622,2398.265,18.584,NA,NA,NA,NA,NA,NA,NA,NA,21.200000000000003,0.8,18.6,27.799999999999997,50,8.8,1.1,Authoritarian,26,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.080256,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Vanuatu,2020,1,0.019230769230769232,0.006085106382978723,NA,NA,0,3.256,0.06261538461538461,0.01978723404255319,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.918461538461536,307150,22.662,23.1,4.394,2.62,13.2,546.3,12.02,2.8,34.5,25.209,NA,70.47,0.609,1,NA,3.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Vatican City,2020,14.714285714285714,0.08970099667774087,0.08883445945945946,NA,NA,0,18188.239182724254,110.87886378737541,109.76899662162162,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.12,NA,27,NA,33374.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,33374.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,33374.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Venezuela,2020,41980.29351535836,387.56996587030716,390.8472395833333,380.3392857142857,3.6714285714285713,3.5362291666666668,1476.3109726962457,13.629607508532423,13.74484375,13.375389285714286,0.1292,0.124375,1.095357142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.15894197952218,28435943,36.253,29,6.614,3.915,NA,204.85,6.47,NA,NA,NA,0.8,72.06,0.711,113558,1028,3993.467,36.151,NA,NA,NA,NA,NA,NA,NA,NA,113558,1028,3993.467,36.151,NA,NA,NA,NA,NA,NA,NA,NA,143321,1399,5040.135,49.198,NA,NA,12194,12194,NA,0.04,0.04,NA,27.599999999999998,0,17.9,50,43.8,26.5,-1.2,Authoritarian,15,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.2043704,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Vietnam,2020,637.6075581395348,4.258720930232558,4.271418879056047,31.87012987012987,0.22727272727272727,0.10325073746312684,6.5504186046511625,0.04375,0.0438495575221239,0.32775324675324674,0.0023376623376623377,0.0010442477876106194,0.773556338028169,NA,NA,NA,NA,NA,NA,NA,NA,5753.293103448276,464051.7738095238,4.7674642857142855,0.05906896551724138,7015.191489361702,0.07202836879432624,0.0014893617021276596,4957.933064516129,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.56232558139535,97338583,308.127,32.6,7.15,4.718,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,1465,35,15.051,0.36,1469955,15.101,NA,NA,NA,NA,NA,NA,1465,35,15.051,0.36,1469955,15.101,NA,NA,NA,NA,NA,NA,2529,35,25.981,0.36,1469955,15.101,NA,NA,NA,NA,NA,NA,29.4,0,28.599999999999998,38.9,56.3,23.5,-1.4,Authoritarian,36,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.0642696,0,NA,NA,NA,NA,NA,NA,3.2693631669535286,3.297113752122241,3.2008510638297873,3.082976903336185,3.6308333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Yemen,2020,1437.2406015037593,7.890977443609023,8.024609195402299,442.8617886178862,2.4796747967479673,2.3301072796934865,48.18761278195489,0.26465037593984964,0.2690536398467433,14.84821138211382,0.08322764227642276,0.07818390804597701,0.7982173913043479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5006015037594,29825968,53.508,20.3,2.922,1.583,18.8,495.003,5.35,7.6,29.2,49.542,0.7,66.12,0.47,2099,610,70.375,20.452,NA,NA,NA,NA,NA,NA,NA,NA,2099,610,70.375,20.452,NA,NA,NA,NA,NA,NA,NA,NA,2627,661,88.078,22.162,NA,NA,NA,NA,NA,NA,NA,NA,19.5,0,0,38.9,50,8.8,0,Authoritarian,15,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Zambia,2020,8421.740484429065,71.71280276816609,70.60964788732394,193.5839416058394,1.416058394160584,1.3526549295774648,458.1027301038062,3.9008373702422143,3.8408485915492956,10.530058394160584,0.07697810218978102,0.07359859154929578,0.9726122448979592,NA,NA,NA,NA,NA,NA,NA,NA,2270.201581027668,159379.16165413533,8.66948120300752,0.1234901185770751,2040.1209964412812,0.11097153024911031,0.05959430604982206,61.542960288808665,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.91294117647059,18383956,22.995,17.7,2.48,1.542,57.5,234.499,3.94,3.1,24.7,13.938,2,63.89,0.584,20725,388,1127.342,21.105,601003,32.692,NA,NA,NA,NA,NA,NA,20725,388,1127.342,21.105,601003,32.692,NA,NA,NA,NA,NA,NA,83333,1140,4532.92,62.011,1131606,61.554,NA,NA,NA,NA,NA,NA,48.6,47.5,29.3,38.9,68.8,58.8,-2.3,Hybrid regime,33,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.1724008,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Zimbabwe,2020,4656.038327526132,48.31707317073171,47.047617021276594,129.16549295774647,1.278169014084507,1.2488085106382978,313.2652299651568,3.250843205574913,3.1654148936170214,8.690404929577465,0.08598591549295775,0.08406737588652483,1.1442201834862384,NA,NA,NA,NA,NA,NA,NA,NA,888.7639484978541,96031.61603375527,6.461177215189873,0.05980257510729614,864.519313304721,0.05814592274678112,0.05746781115879828,46.22532188841202,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.82592334494774,14862927,42.729,19.6,2.822,1.882,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.571,13867,363,932.993,24.423,216254,14.55,NA,NA,NA,NA,NA,NA,13867,363,932.993,24.423,216254,14.55,NA,NA,NA,NA,NA,NA,36341,1489,2445.077,100.182,392499,26.408,35901,35901,NA,0.24,0.24,NA,31.6,0,25,44.400000000000006,56.3,32.400000000000006,0,Authoritarian,24,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.202125,0.5,NA,NA,NA,NA,NA,NA,2.3014950166112955,2.4693708609271523,2.5074750830564785,2.24729392173189,2.446561723280862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
North Korea,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,0,25,16.7,12.5,0,0,Authoritarian,18,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.00920266666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Turkmenistan,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,0,7.9,22.200000000000003,50,5.8999999999999995,0,Authoritarian,19,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.0602292,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Kosovo,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Abkhazia,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
American Samoa,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Aruba,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Bermuda,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
British Virgin Islands,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Crimea,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
